lol﻿,name,unit,unit_type,bedroom,group,tenantid,resident_name,resident_rent,unit_rent,status,days_vacant,move_in,move_out,lease_from,lease_to,amenities,company_id
,Grove Palms,01-0807,rp-2-2b,2,Occupied No Notice,t0016969,William Lapko,1769,1941,Current,0,6/29/15,,6/29/16,6/28/17,Line view 3-5- Kitchen and Bathroom Upgrade- View - Pool,1
,Grove Palms,01-0808,rp-2-2b,2,Occupied No Notice,t0000131,Rachel Fischer,1639,1811,Current,0,4/29/09,,5/1/16,4/30/17,Floor Premium 6,1
,Grove Palms,01-0809,rp-2-2b,2,Occupied No Notice,t0016547,Ed Toro,1788,1916,Current,0,9/1/16,,9/1/16,8/31/17,Line view 3-5- Tile Upgrade,1
,Grove Palms,01-0810,rp-2-2b,2,Occupied No Notice,t0000133,Austin Bunsen,1584,1811,Current,0,10/15/08,,8/1/16,7/31/17,Floor Premium 6,1
,Grove Palms,01-0811,rp-2-2b,2,Occupied No Notice,t0018633,Jose Cartagena,1985,2066,Current,0,11/14/15,,12/1/16,6/30/17,2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade- Line view 3-5,1
,Grove Palms,01-0812,rp-2-2b,2,Occupied No Notice,t0021393,Bianca Monaco,1681,1811,Current,0,9/1/16,,9/1/16,8/31/17,Floor Premium 4- Pent House,1
,Grove Palms,01-0814,rp-2-2b,2,Occupied No Notice,t0000136,Juha Mikkola,1634,1811,Current,0,8/25/12,,10/1/16,9/30/17,Floor Premium 6,1
,Grove Palms,01-0815,rp-2-2b,2,Occupied No Notice,t0020745,Johanna Mikkola,1774,1891,Current,0,6/2/16,,6/2/16,6/1/17,Line view 3-5- View - Pool,1
,Grove Palms,01-0816,rp-2-2b,2,Occupied No Notice,t0011775,Don Morehouse,1539,1811,Current,0,4/16/14,,5/16/16,5/15/17,Floor Premium 6,1
,Grove Palms,01-0817,rp-1-1a,1,Occupied No Notice,t0013808,Mario Aguayo,1522,1656,Current,0,10/1/14,,10/1/16,9/30/17,Terrace,1
,Grove Palms,01-0819,rp-1-1a,1,Occupied No Notice,t0022679,Israel Martinez,1509,1656,Current,0,2/1/17,,2/1/17,1/31/18,Terrace,1
,Grove Palms,01-0821,rp-2-2c,2,Notice Rented,t0021092,Angel Vargas,1654,1846,Future,0,3/10/17,,3/10/17,11/9/17,Line view 2-11- View - Pool,1
,Grove Palms,02-0101,rp-2-2c,2,Occupied No Notice,t0000142,Michael Gregory,1524,1771,Current,0,4/30/10,,9/1/16,7/31/17,Floor Premium 2,1
,Grove Palms,02-0102,rp-2-2b,2,Notice Unrented,t0000786,Susan Davies,1507,1786,Notice,0,1/5/13,3/4/17,3/5/16,3/4/17,Floor Premium 3,1
,Grove Palms,02-0103,rp-1-1a,1,Occupied No Notice,t0004338,Ricardo Cuevas,1384,1616,Current,0,6/15/13,,6/15/16,6/14/17,Line view 1-1,1
,Grove Palms,02-0104,rp-2-2b,2,Occupied No Notice,t0000145,Mario Rosenthal,1490,1771,Current,0,10/30/05,,9/1/16,7/31/17,,1
,Grove Palms,02-0105,rp-1-1a,1,Occupied No Notice,t0022935,Nicholas Duncan,1522,1616,Current,0,1/28/17,,1/28/17,1/27/18,Line view 1-1,1
,Grove Palms,02-0106,rp-2-2b,2,Occupied No Notice,t0000147,Anika Abreu,1539,1771,Current,0,3/16/12,,7/1/16,6/30/17,,1
,Grove Palms,02-0107,rp-2-2b,2,Occupied No Notice,t0020729,Oriana Casanas,1688,1816,Current,0,6/1/16,,6/1/16,5/31/17,Location,1
,Grove Palms,02-0108,rp-2-2b,2,Occupied No Notice,t0023116,Jake Porter,1771,1871,Current,0,2/11/17,,2/11/17,1/10/18,Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Grove Palms,02-0109,rp-2-2b,2,Occupied No Notice,t0015531,Bethanny Ferry,1611,1816,Current,0,3/9/15,,4/9/16,5/8/17,Location,1
,Grove Palms,02-0110,rp-2-2b,2,Occupied No Notice,t0000151,Skye Aniko,1574,1796,Current,0,1/6/12,,5/1/16,4/30/18,Tile Upgrade,1
,Grove Palms,Feb-00,rp-2-2b,2,Occupied No Notice,t0005655,Philip De la Cal,1564,1816,Current,0,8/15/13,,8/15/16,7/14/17,Location,1
,Grove Palms,02-0112,rp-2-2b,2,Occupied No Notice,t0020388,Cortland Messam,1680,1771,Current,0,5/5/16,,5/5/16,3/4/18,,1
,Grove Palms,02-0114,rp-1-1a,1,Vacant Rented Ready,t0019266,John Fox,1454,1601,Future,25,3/1/17,,3/1/17,2/28/18,Line_view_3-17,1
,Grove Palms,02-0115,rp-2-2b,2,Occupied No Notice,t0020905,Daniel Villegas,1669,1816,Current,0,7/1/16,,7/1/16,6/30/17,Location,1
,Grove Palms,02-0116,rp-1-1a,1,Occupied No Notice,t0000292,William Lapko,1329,1626,Current,0,4/1/15,,5/1/16,4/30/18,Line_view_3-17- Tile Upgrade,1
,Grove Palms,02-0117,rp-2-2b,2,Occupied No Notice,t0000519,Rachel Fischer,1694,1841,Current,0,4/16/14,,6/16/16,7/31/18,Bedroom Tile- Location,1
,Grove Palms,02-0118,rp-2-2c,2,Occupied No Notice,t0013298,Ed Toro,1589,1761,Current,0,8/1/14,,8/1/16,7/31/17,,1
,Grove Palms,02-0119,rp-1-1a,1,Occupied No Notice,t0019610,Austin Bunsen,1507,1511,Current,0,3/1/16,,10/1/16,9/30/17,Location,1
,Grove Palms,02-0121,rp-1-1a,1,Occupied No Notice,t0000160,Jose Cartagena,1289,1466,Current,0,4/15/12,,8/1/16,7/31/17,,1
,Grove Palms,02-0201,rp-2-2c,2,Occupied No Notice,t0011755,Bianca Monaco,1530,1796,Current,0,4/1/14,,5/1/16,5/31/17,Floor Premium 5- View - Courtyard,1
,Grove Palms,02-0202,rp-2-2b,2,Notice Unrented,t0023202,Juha Mikkola,1684,1861,Notice,0,3/31/16,2/28/17,3/31/16,3/30/17,2nd Bedroom Tile- Bedroom Tile- Floor Premium 3- Tile Upgrade,1
,Grove Palms,02-0203,rp-1-1a,1,Occupied No Notice,t0022610,Johanna Mikkola,1566,1656,Current,0,12/3/16,,12/3/16,7/2/17,line view 1-9- Tile Upgrade- View - Courtyard,1
,Grove Palms,02-0204,rp-2-2b,2,Occupied No Notice,t0028,Don Morehouse,1639,1786,Current,0,2/15/14,,6/1/16,5/31/17,Floor Premium 3,1
,Grove Palms,02-0205,rp-1-1a,1,Occupied No Notice,t0010507,Mario Aguayo,1469,1631,Current,0,1/15/14,,1/15/17,1/14/18,line view 1-9,1
,Grove Palms,02-0206,rp-2-2b,2,Occupied No Notice,t0019275,Israel Martinez,1653,1786,Current,0,2/6/16,,1/6/17,1/5/18,Floor Premium 3,1
,Grove Palms,02-0207,rp-2-2b,2,Occupied No Notice,t0022304,Angel Vargas,1773,1856,Current,0,10/22/16,,10/22/16,5/21/17,Courtyard Side- Tile Upgrade- View - Courtyard,1
,Grove Palms,02-0208,rp-2-2b,2,Notice Unrented,t0019514,Michael Gregory,1648,1786,Notice,0,2/29/16,2/28/17,2/29/16,2/28/17,Floor Premium 3,1
,Grove Palms,02-0209,rp-2-2b,2,Occupied No Notice,t0000169,Susan Davies,1612,1831,Current,0,10/15/04,,4/1/16,3/31/18,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0210,rp-2-2b,2,Occupied No Notice,t0076480,Ricardo Cuevas,1684,1786,Current,0,2/18/17,,2/18/17,1/17/18,Floor Premium 3,1
,Grove Palms,02-0211,rp-2-2b,2,Vacant Unrented,t0019253,Mario Rosenthal,1719,1856,Past,24,1/29/16,1/28/17,1/29/16,1/28/17,Tile Upgrade- Courtyard Side,1
,Grove Palms,02-0212,rp-2-2b,2,Occupied No Notice,t0005659,Nicholas Duncan,1579,1786,Current,0,8/1/13,,8/1/16,7/31/17,Floor Premium 3,1
,Grove Palms,02-0214,rp-1-1a,1,Occupied No Notice,t0012728,Anika Abreu,1444,1616,Current,0,11/12/15,,6/12/16,6/11/17,Line view 1-1,1
,Grove Palms,02-0215,rp-2-2b,2,Occupied No Notice,t0022035,Oriana Casanas,1748,1856,Current,0,9/22/16,,9/22/16,9/21/17,Courtyard Side- Tile Upgrade,1
,Grove Palms,02-0216,rp-1-1a,1,Occupied No Notice,t0013584,Jake Porter,1472,1616,Current,0,9/10/14,,9/10/16,9/9/17,Line view 1-1,1
,Grove Palms,02-0217,rp-2-2b,2,Occupied No Notice,t0022120,Bethanny Ferry,1733,1856,Current,0,10/1/16,,10/1/16,8/31/17,Courtyard Side- Tile Upgrade- View - Courtyard,1
,Grove Palms,02-0218,rp-2-2c,2,Occupied No Notice,t0000482,Skye Aniko,1581,1776,Current,0,9/1/12,,10/1/16,9/30/17,Floor Premium 3,1
,Grove Palms,02-0219,rp-1-1a,1,Vacant Rented Not Ready,t0023270,Philip De la Cal,1530,1631,Applicant,20,3/1/17,,3/1/17,2/28/18,line view 1-9- View - Courtyard,1
,Grove Palms,02-0221,rp-2-1cm,2,Occupied No Notice,t0022716,Cortland Messam,1633,1741,Current,0,12/31/16,,12/31/16,12/30/17,Floor Premium 3- View - Courtyard,1
,Grove Palms,02-0301,rp-2-2c,2,Occupied No Notice,t0018123,John Fox,1699,1871,Current,0,11/1/15,,8/1/16,7/31/17,2nd Bedroom Tile- Bedroom Tile- Floor Premium 5- Tile Upgrade,1
,Grove Palms,02-0302,rp-2-2b,2,Occupied No Notice,t0010193,Daniel Villegas,1647,1786,Current,0,9/1/14,,9/1/16,7/31/17,Floor Premium 3,1
,Grove Palms,02-0303,rp-1-1a,1,Occupied No Notice,t0022403,William Lapko,1515,1656,Current,0,11/30/16,,11/30/16,11/29/17,Tile Upgrade- line view 1-9- View - Courtyard,1
,Grove Palms,02-0304,rp-2-2b,2,Occupied No Notice,t0016625,Rachel Fischer,1614,1786,Current,0,5/15/15,,5/15/16,5/14/17,Floor Premium 3,1
,Grove Palms,02-0305,rp-1-1a,1,Occupied No Notice,t0011010,Ed Toro,1436,1631,Current,0,8/1/13,,4/1/16,3/31/18,line view 1-9- View - Courtyard,1
,Grove Palms,02-0306,rp-2-2b,2,Occupied No Notice,t0014452,Austin Bunsen,1669,1811,Current,0,12/1/14,,11/1/16,10/31/17,Floor Premium 3- Tile Upgrade,1
,Grove Palms,02-0307,rp-2-2b,2,Occupied No Notice,t0000184,Jose Cartagena,1602,1831,Current,0,3/30/11,,8/1/16,7/31/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0308,rp-2-2b,2,Occupied No Notice,t0017292,Bianca Monaco,1664,1886,Current,0,7/19/15,,6/19/16,6/18/17,Stainless Steel Appliances- Floor Premium 3- Kitchen and Bathroom Upgrade,1
,Grove Palms,02-0309,rp-2-2b,2,Occupied No Notice,t0000186,Juha Mikkola,1817,1931,Current,0,10/10/11,,3/1/16,9/30/17,Courtyard Side- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- View - Courtyard,1
,Grove Palms,02-0310,rp-2-2b,2,Notice Unrented,t0015278,Johanna Mikkola,1521,1786,Notice,0,2/10/15,3/9/17,3/10/16,3/9/17,Floor Premium 3,1
,Grove Palms,02-0311,rp-2-2b,2,Occupied No Notice,t0000188,Don Morehouse,1602,1831,Current,0,2/28/11,,8/1/16,7/31/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0312,rp-2-2b,2,Occupied No Notice,t0000796,Mario Aguayo,1571,1786,Current,0,1/10/13,,3/10/16,3/9/18,Floor Premium 3,1
,Grove Palms,02-0314,rp-1-1a,1,Occupied No Notice,t0018105,Israel Martinez,1467,1616,Current,0,10/29/15,,10/29/16,9/28/17,Line view 1-1,1
,Grove Palms,02-0315,rp-2-2b,2,Notice Unrented,t0000191,Angel Vargas,1696,1831,Eviction,0,7/21/12,4/22/17,10/1/16,9/30/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0316,rp-1-1a,1,Occupied No Notice,t0018131,Michael Gregory,1444,1616,Current,0,9/23/15,,7/23/16,7/22/17,Line view 1-1,1
,Grove Palms,02-0317,rp-2-2b,2,Vacant Rented Ready,t0023131,Susan Davies,1730,1831,Applicant,51,3/19/17,,3/19/17,2/18/18,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0318,rp-2-2c,2,Occupied No Notice,t0020805,Ricardo Cuevas,1632,1776,Current,0,6/20/16,,6/20/16,6/19/17,Floor Premium 3,1
,Grove Palms,02-0319,rp-1-1a,1,Vacant Unrented,t0020752,Mario Rosenthal,1484,1631,Past,27,11/1/16,1/25/17,11/1/16,10/31/17,line view 1-9- View - Courtyard,1
,Grove Palms,02-0321,rp-2-1cm,2,Notice Unrented,t0016273,Nicholas Duncan,1479,1741,Notice,0,7/21/13,3/20/17,3/21/16,3/20/17,Floor Premium 3- View - Courtyard,1
,Grove Palms,02-0401,rp-2-2c,2,Occupied No Notice,t0010447,Anika Abreu,1624,1796,Current,0,1/8/14,,1/8/16,3/31/17,Floor Premium 5- View - Courtyard,1
,Grove Palms,02-0402,rp-2-2b,2,Occupied No Notice,t0021807,Oriana Casanas,1673,1786,Current,0,12/1/16,,12/1/16,11/30/17,Floor Premium 3,1
,Grove Palms,02-0403,rp-1-1a,1,Vacant Rented Ready,t0023320,Jake Porter,1530,1631,Applicant,26,2/28/17,,2/28/17,3/31/18,line view 1-9- View - Courtyard,1
,Grove Palms,02-0404,rp-2-2b,2,Occupied No Notice,t0018115,Bethanny Ferry,1651,1786,Current,0,10/1/15,,10/1/16,9/30/17,Floor Premium 3,1
,Grove Palms,02-0405,rp-1-1a,1,Occupied No Notice,t0014711,Skye Aniko,1554,1631,Current,0,12/20/14,,10/20/16,5/19/17,line view 1-9- View - Courtyard,1
,Grove Palms,02-0406,rp-2-2b,2,Occupied No Notice,t0020950,Philip De la Cal,1700,1811,Current,0,6/25/16,,6/25/16,6/24/17,Floor Premium 3- Tile Upgrade,1
,Grove Palms,02-0407,rp-2-2b,2,Occupied No Notice,t0002084,Cortland Messam,1737,1931,Current,0,2/9/13,,4/9/16,4/8/18,Courtyard Side- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- View - Courtyard,1
,Grove Palms,02-0408,rp-2-2b,2,Occupied No Notice,t0022074,John Fox,1662,1786,Current,0,9/23/16,,9/23/16,8/21/17,Floor Premium 3,1
,Grove Palms,02-0409,rp-2-2b,2,Notice Unrented,t0019990,Daniel Villegas,1659,1831,Notice,0,3/20/16,3/19/17,3/20/16,3/19/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0410,rp-2-2b,2,Occupied No Notice,t0016278,William Lapko,1614,1786,Current,0,5/1/15,,5/1/16,5/31/17,Floor Premium 3,1
,Grove Palms,02-0411,rp-2-2b,2,Notice Unrented,t0021375,Rachel Fischer,1696,1831,Notice,0,7/25/16,2/24/17,7/25/16,2/24/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0412,rp-2-2b,2,Occupied No Notice,t0018696,Ed Toro,1760,1886,Current,0,7/1/16,,7/1/16,6/30/17,Floor Premium 3- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Grove Palms,02-0414,rp-1-1a,1,Occupied No Notice,t0020049,Austin Bunsen,1504,1616,Current,0,4/9/16,,4/9/16,4/8/18,Line view 1-1,1
,Grove Palms,02-0415,rp-2-2b,2,Occupied No Notice,t0021223,Jose Cartagena,1696,1831,Current,0,7/18/16,,7/18/16,2/17/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0416,rp-1-1a,1,Occupied No Notice,t0022630,Bianca Monaco,1505,1616,Current,0,12/13/16,,12/13/16,12/12/17,Line view 1-1,1
,Grove Palms,02-0417,rp-2-2b,2,Occupied No Notice,t0022367,Juha Mikkola,1786,1881,Current,0,11/1/16,,11/1/16,10/31/17,2nd Bedroom Tile- Bedroom Tile- Courtyard Side- View - Courtyard,1
,Grove Palms,02-0418,rp-2-2c,2,Occupied No Notice,t0021380,Johanna Mikkola,1708,1801,Current,0,8/20/16,,8/20/16,8/19/17,Floor Premium 3- Tile Upgrade,1
,Grove Palms,02-0419,rp-1-1a,1,Occupied No Notice,t0000213,Don Morehouse,1443,1526,Current,0,12/23/09,,8/1/16,7/31/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0421,rp-2-1cm,2,Occupied No Notice,t0019210,Mario Aguayo,1599,1766,Current,0,2/1/16,,2/1/17,1/31/18,Floor Premium 3- Tile Upgrade- View - Courtyard,1
,Grove Palms,02-0501,rp-2-2c,2,Occupied No Notice,t0013880,Israel Martinez,1624,1796,Current,0,3/1/16,,3/1/16,2/28/17,Floor Premium 5- View - Courtyard,1
,Grove Palms,02-0502,rp-2-2b,2,Occupied No Notice,t0000773,Angel Vargas,1521,1786,Current,0,8/28/08,,5/1/16,5/31/17,Floor Premium 3,1
,Grove Palms,02-0503,rp-1-1a,1,Occupied No Notice,t0019492,Michael Gregory,1480,1631,Current,0,2/27/16,,2/27/16,2/26/18,line view 1-9- View - Courtyard,1
,Grove Palms,02-0504,rp-2-2b,2,Occupied No Notice,t0016518,Susan Davies,1689,1786,Current,0,5/13/15,,5/13/16,4/12/18,Floor Premium 3,1
,Grove Palms,02-0505,rp-1-1a,1,Occupied No Notice,t0065695,Ricardo Cuevas,1497,1631,Current,0,7/15/16,,7/14/16,7/13/17,line view 1-9- View - Courtyard,1
,Grove Palms,02-0506,rp-2-2b,2,Occupied No Notice,t0021057,Mario Rosenthal,1673,1811,Current,0,8/1/16,,8/1/16,7/31/17,Floor Premium 3- Tile Upgrade,1
,Grove Palms,02-0507,rp-2-2b,2,Occupied No Notice,t0022803,Nicholas Duncan,1725,1831,Current,0,12/31/16,,12/31/16,12/30/17,Courtyard Side,1
,Grove Palms,02-0508,rp-2-2b,2,Occupied No Notice,t0018100,Anika Abreu,1651,1786,Current,0,9/23/15,,9/23/16,9/22/17,Floor Premium 3,1
,Grove Palms,02-0509,rp-2-2b,2,Occupied No Notice,t0014535,Oriana Casanas,1464,1831,Current,0,12/15/14,,10/15/16,10/14/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0510,rp-2-2b,2,Occupied No Notice,t0000224,Jake Porter,1629,1786,Current,0,12/31/04,,11/1/16,10/31/17,Floor Premium 3,1
,Grove Palms,02-0511,rp-2-2b,2,Occupied No Notice,t0021361,Bethanny Ferry,1684,1831,Current,0,7/28/16,,7/28/16,7/27/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0512,rp-2-2b,2,Occupied No Notice,t0005258,Skye Aniko,1589,1786,Current,0,8/1/13,,8/1/16,7/31/17,Floor Premium 3,1
,Grove Palms,02-0514,rp-1-1a,1,Occupied No Notice,t0002160,Philip De la Cal,1444,1616,Current,0,3/15/13,,4/15/16,4/14/17,Line view 1-1,1
,Grove Palms,02-0515,rp-2-2b,2,Occupied No Notice,t0000228,Cortland Messam,1612,1831,Current,0,12/10/11,,4/1/16,3/31/18,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0516,rp-1-1a,1,Occupied No Notice,t0018019,John Fox,1444,1616,Current,0,9/18/15,,6/18/16,6/17/17,Line view 1-1,1
,Grove Palms,02-0517,rp-2-2b,2,Vacant Unrented,t0018792,Daniel Villegas,1771,1831,Past,20,11/27/15,2/1/17,6/27/16,1/26/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0518,rp-2-2c,2,Occupied No Notice,t0021701,William Lapko,1646,1776,Current,0,9/3/16,,9/3/16,9/2/17,Floor Premium 3,1
,Grove Palms,02-0519,rp-1-1a,1,Occupied No Notice,t0022251,Rachel Fischer,1510,1526,Current,0,10/14/16,,10/14/16,8/13/17,Courtyard Side- View - Courtyard,1
,Grove Palms,02-0521,rp-2-1cm,2,Occupied No Notice,t0000233,Ed Toro,1525,1741,Current,0,3/1/10,,9/1/16,7/31/17,Floor Premium 3- View - Courtyard,1
,Grove Palms,02-0601,rp-2-2c,2,Occupied No Notice,t0022856,Austin Bunsen,1710,1831,Current,0,2/11/17,,2/11/17,2/10/18,Tile Upgrade- Location- View - Courtyard,1
,Grove Palms,02-0602,rp-2-2b,2,Vacant Rented Not Ready,t0023251,Jose Cartagena,1700,1796,Applicant,21,3/13/17,,3/13/17,3/12/18,Floor Premium 4,1
,Grove Palms,02-0603,rp-1-1a,1,Notice Unrented,t0020974,Bianca Monaco,1523,1641,Notice,0,7/1/16,2/28/17,7/1/16,2/28/17,line view 1-11- View - Courtyard,1
,Grove Palms,02-0604,rp-2-2b,2,Occupied No Notice,t0071775,Juha Mikkola,1678,1796,Current,0,11/1/16,,11/1/16,10/31/17,Floor Premium 4,1
,Grove Palms,02-0605,rp-1-1a,1,Occupied No Notice,t0019733,Johanna Mikkola,1744,1641,Current,0,3/10/16,,3/10/16,10/9/16,line view 1-11- View - Courtyard,1
,Grove Palms,02-0606,rp-2-2b,2,Occupied No Notice,t0020098,Don Morehouse,1711,1796,Current,0,4/15/16,,4/15/16,4/14/18,Floor Premium 4,1
,Grove Palms,02-0607,rp-2-2b,2,Occupied No Notice,t0000240,Mario Aguayo,1621,1841,Current,0,11/18/10,,4/1/16,3/31/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0608,rp-2-2b,2,Notice Unrented,t0015665,Israel Martinez,1763,1896,Notice,0,3/14/16,3/12/17,3/13/16,3/12/17,Floor Premium 4- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Grove Palms,02-0609,rp-2-2b,2,Occupied No Notice,t0019637,Angel Vargas,1739,1841,Current,0,3/10/16,,3/10/16,3/9/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0610,rp-2-2b,2,Occupied No Notice,t0019460,Michael Gregory,1675,1796,Current,0,2/13/16,,2/13/17,2/12/18,Floor Premium 4,1
,Grove Palms,02-0611,rp-2-2b,2,Occupied No Notice,t0022768,Susan Davies,1770,1841,Current,0,12/22/16,,12/22/16,7/21/17,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0612,rp-2-2b,2,Occupied No Notice,t0022823,Ricardo Cuevas,1791,1896,Current,0,12/30/16,,12/30/16,12/29/17,Floor Premium 4- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Grove Palms,02-0614,rp-1-1a,1,Occupied No Notice,t0000246,Mario Rosenthal,1382,1626,Current,0,3/3/12,,6/1/16,5/31/17,line view 1-7,1
,Grove Palms,02-0615,rp-2-2b,2,Occupied No Notice,t0012378,Nicholas Duncan,1639,1841,Current,0,7/1/14,,8/1/16,7/31/17,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0616,rp-1-1a,1,Occupied No Notice,t0022204,Anika Abreu,1579,1726,Current,0,10/20/16,,10/20/16,10/19/17,line view 1-7- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Grove Palms,02-0617,rp-2-2b,2,Occupied No Notice,t0015591,Oriana Casanas,1686,1841,Current,0,2/22/15,,3/22/16,3/21/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0618,rp-2-2c,2,Occupied No Notice,t0000210,Jake Porter,1164,1811,Current,0,7/1/15,,7/1/16,6/30/17,Floor Premium 4- Tile Upgrade,1
,Grove Palms,02-0619,rp-1-1a,1,Occupied No Notice,t0022848,Bethanny Ferry,1530,1536,Current,0,1/8/17,,1/8/17,1/7/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0621,rp-2-1cm,2,Occupied No Notice,t0010555,Skye Aniko,1579,1751,Current,0,1/15/14,,1/15/17,1/14/18,Floor Premium 4- View - Courtyard,1
,Grove Palms,02-0701,rp-2-2c,2,Occupied No Notice,t0014380,Philip De la Cal,1674,1806,Current,0,12/1/14,,11/1/16,10/31/17,Location- View - Courtyard,1
,Grove Palms,02-0702,rp-2-2b,2,Occupied No Notice,t0017397,Cortland Messam,1699,1796,Current,0,7/29/15,,5/29/16,4/28/18,Floor Premium 4,1
,Grove Palms,02-0703,rp-1-1a,1,Occupied No Notice,t0022757,John Fox,1530,1641,Current,0,12/21/16,,12/21/16,12/20/17,line view 1-11- View - Courtyard,1
,Grove Palms,02-0704,rp-2-2b,2,Occupied No Notice,t0020786,Daniel Villegas,1652,1796,Current,0,6/10/16,,6/10/16,6/9/17,Floor Premium 4,1
,Grove Palms,02-0705,rp-1-1a,1,Occupied No Notice,t0018653,William Lapko,1512,1641,Current,0,12/27/15,,12/27/16,12/26/17,line view 1-11- View - Courtyard,1
,Grove Palms,02-0706,rp-2-2b,2,Occupied No Notice,t0000258,Rachel Fischer,1331,1796,Current,0,4/1/11,,7/1/16,6/30/17,Floor Premium 4,1
,Grove Palms,02-0707,rp-2-2b,2,Occupied No Notice,t0072065,Ed Toro,1729,1841,Current,0,12/1/16,,12/1/16,11/30/17,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0708,rp-2-2b,2,Notice Unrented,t0000260,Austin Bunsen,1604,1821,Notice,0,6/28/10,4/30/17,10/1/16,4/30/17,Floor Premium 4- Tile Upgrade,1
,Grove Palms,02-0709,rp-2-2b,2,Occupied No Notice,t0021983,Jose Cartagena,1758,1866,Current,0,9/16/16,,9/16/16,9/15/17,Line view 1-14- Tile Upgrade- View - Courtyard,1
,Grove Palms,02-0710,rp-2-2b,2,Occupied No Notice,t0020295,Bianca Monaco,1683,1796,Current,0,12/4/16,,12/4/16,12/3/17,Floor Premium 4,1
,Grove Palms,02-0711,rp-2-2b,2,Occupied No Notice,t0000263,Juha Mikkola,1614,1841,Current,0,8/24/08,,6/1/16,4/30/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0712,rp-2-2b,2,Occupied No Notice,t0000264,Johanna Mikkola,1580,1846,Current,0,9/1/07,,5/1/16,5/31/17,Bedroom Tile- Floor Premium 4- Tile Upgrade,1
,Grove Palms,02-0714,rp-1-1a,1,Occupied No Notice,t0022598,Don Morehouse,1571,1676,Current,0,1/15/17,,1/15/17,1/14/18,line view 1-7- Kitchen and Bathroom Upgrade,1
,Grove Palms,02-0715,rp-2-2b,2,Occupied No Notice,t0000266,Mario Aguayo,1609,1841,Current,0,3/14/12,,6/1/16,4/30/18,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0716,rp-1-1a,1,Occupied No Notice,t0014307,Israel Martinez,1492,1626,Current,0,12/1/14,,11/1/16,10/31/17,line view 1-7,1
,Grove Palms,02-0717,rp-2-2b,2,Occupied No Notice,t0067295,Angel Vargas,1706,1841,Current,0,8/1/16,,8/1/16,7/31/17,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0718,rp-2-2c,2,Occupied No Notice,t0020799,Michael Gregory,1645,1786,Current,0,7/15/16,,7/15/16,7/14/17,Floor Premium 4,1
,Grove Palms,02-0719,rp-1-1a,1,Occupied No Notice,t0021920,Susan Davies,1536,1536,Current,0,10/1/16,,10/1/16,9/30/17,Line view 1-14- View - Courtyard,1
,Grove Palms,02-0721,rp-2-1cm,2,Occupied No Notice,t0019294,Ricardo Cuevas,1578,1751,Current,0,2/28/16,,2/28/16,2/27/18,Floor Premium 4- View - Courtyard,1
,Grove Palms,02-0801,rp-3-2e,3,Occupied No Notice,t0022339,Mario Rosenthal,2171,2301,Current,0,12/24/16,,12/24/16,12/23/17,Tile Upgrade- Bedroom Tile- 3rd Bedroom Tile Upgrade- 2nd Bedroom Tile- View - Courtyard,1
,Grove Palms,02-0802,rp-2-2b,2,Occupied No Notice,t0020972,Nicholas Duncan,1721,1806,Current,0,7/1/16,,7/1/16,6/30/17,Floor Premium 5,1
,Grove Palms,02-0803,rp-2-2d,2,Occupied No Notice,t0014893,Anika Abreu,1839,2001,Current,0,12/1/15,,7/1/16,6/30/17,View - Courtyard,1
,Grove Palms,02-0804,rp-2-2b,2,Occupied No Notice,t0000275,Oriana Casanas,1576,1806,Current,0,3/31/10,,9/1/16,7/31/17,Floor Premium 5,1
